Data;Quantidade;Dose Aplicada
2021-03-08;16;2ªDose
2021-03-08;0;1ªDose
2021-03-31;0;2ªDose
2021-03-31;47;1ªDose
2021-03-26;0;2ªDose
2021-03-26;65;1ªDose
2021-04-14;49;2ªDose
2021-04-14;18;1ªDose
2021-04-07;10;2ªDose
2021-04-07;45;1ªDose
2021-04-16;54;2ªDose
2021-04-16;8;1ªDose
2021-04-05;27;2ªDose
2021-04-05;30;1ªDose
2021-03-12;0;2ªDose
2021-03-12;20;1ªDose
2021-03-29;1;2ªDose
2021-03-29;67;1ªDose
2021-04-13;34;2ªDose
2021-04-13;30;1ªDose
2021-02-03;0;2ªDose
2021-02-03;35;1ªDose
2021-04-03;1;2ªDose
2021-04-03;28;1ªDose
2021-02-18;8;2ªDose
2021-02-18;0;1ªDose
2021-04-06;1;2ªDose
2021-04-06;43;1ªDose
2021-02-05;0;2ªDose
2021-02-05;2;1ªDose
2021-03-27;0;2ªDose
2021-03-27;22;1ªDose
2021-03-10;0;2ªDose
2021-03-10;22;1ªDose
2021-04-08;1;2ªDose
2021-04-08;36;1ªDose
2021-02-25;2;2ªDose
2021-02-25;0;1ªDose
2021-03-17;0;2ªDose
2021-03-17;10;1ªDose
2021-03-30;9;2ªDose
2021-03-30;9;1ªDose
2021-02-24;5;2ªDose
2021-02-24;0;1ªDose
2021-03-23;0;2ªDose
2021-03-23;46;1ªDose
2021-03-15;8;2ªDose
2021-03-15;30;1ªDose
2021-02-12;0;2ªDose
2021-02-12;18;1ªDose
2021-01-25;0;2ªDose
2021-01-25;6;1ªDose
2021-02-01;0;2ªDose
2021-02-01;1;1ªDose
2021-03-25;0;2ªDose
2021-03-25;28;1ªDose
2021-03-24;0;2ªDose
2021-03-24;45;1ªDose
2021-02-26;4;2ªDose
2021-02-26;0;1ªDose
2021-03-22;16;2ªDose
2021-03-22;1;1ªDose
2021-02-19;5;2ªDose
2021-02-19;0;1ªDose
2021-03-09;0;2ªDose
2021-03-09;27;1ªDose
2021-04-09;0;2ªDose
2021-04-09;23;1ªDose
2021-04-22;38;2ªDose
2021-04-22;13;1ªDose
2021-01-26;0;2ªDose
2021-01-26;1;1ªDose
2021-01-22;0;2ªDose
2021-01-22;12;1ªDose
2021-02-04;0;2ªDose
2021-02-04;3;1ªDose
2021-04-19;50;2ªDose
2021-04-19;0;1ªDose
2021-04-20;0;2ªDose
2021-04-20;5;1ªDose
2021-04-15;19;2ªDose
2021-04-15;4;1ªDose
2021-03-01;0;2ªDose
2021-03-01;17;1ªDose
2021-04-27;19;2ªDose
2021-04-27;10;1ªDose
2021-03-11;0;2ªDose
2021-03-11;11;1ªDose
2021-04-26;20;2ªDose
2021-04-26;0;1ªDose
2021-04-23;0;2ªDose
2021-04-23;1;1ªDose
2021-03-16;1;2ªDose
2021-03-16;0;1ªDose
2021-02-02;0;2ªDose
2021-02-02;1;1ªDose
2021-02-22;2;2ªDose
2021-02-22;9;1ªDose
2021-02-23;2;2ªDose
2021-02-23;0;1ªDose
2021-01-29;0;2ªDose
2021-01-29;1;1ªDose
