Data;Quantidade;Dose Aplicada
2021-03-24;36;1ªDose
2021-03-24;0;2ªDose
2021-03-22;39;1ªDose
2021-03-22;9;2ªDose
2021-03-27;172;1ªDose
2021-03-27;0;2ªDose
2021-04-15;1;1ªDose
2021-04-15;40;2ªDose
2021-02-01;30;1ªDose
2021-02-01;0;2ªDose
2021-03-30;40;1ªDose
2021-03-30;0;2ªDose
2021-03-16;10;1ªDose
2021-03-16;2;2ªDose
2021-01-26;11;1ªDose
2021-01-26;0;2ªDose
2021-04-17;0;1ªDose
2021-04-17;106;2ªDose
2021-02-11;30;1ªDose
2021-02-11;0;2ªDose
2021-03-02;10;1ªDose
2021-03-02;0;2ªDose
2021-02-17;0;1ªDose
2021-02-17;22;2ªDose
2021-03-09;10;1ªDose
2021-03-09;0;2ªDose
2021-03-26;19;1ªDose
2021-03-26;0;2ªDose
2021-03-11;10;1ªDose
2021-03-11;0;2ªDose
2021-04-09;25;1ªDose
2021-04-09;10;2ªDose
2021-01-28;11;1ªDose
2021-01-28;0;2ªDose
2021-03-25;35;1ªDose
2021-03-25;0;2ªDose
2021-04-14;0;1ªDose
2021-04-14;68;2ªDose
2021-03-15;10;1ªDose
2021-03-15;0;2ªDose
2021-03-23;20;1ªDose
2021-03-23;10;2ªDose
2021-03-12;10;1ªDose
2021-03-12;0;2ªDose
2021-04-10;18;1ªDose
2021-04-10;0;2ªDose
2021-04-05;30;1ªDose
2021-04-05;17;2ªDose
2021-01-29;4;1ªDose
2021-01-29;0;2ªDose
2021-02-24;20;1ªDose
2021-02-24;0;2ªDose
2021-04-07;22;1ªDose
2021-04-07;1;2ªDose
2021-02-23;2;1ªDose
2021-02-23;6;2ªDose
2021-04-08;14;1ªDose
2021-04-08;0;2ªDose
2021-04-06;58;1ªDose
2021-04-06;12;2ªDose
2021-03-29;9;1ªDose
2021-03-29;0;2ªDose
2021-03-31;38;1ªDose
2021-03-31;18;2ªDose
2021-03-10;28;1ªDose
2021-03-10;12;2ªDose
2021-03-08;9;1ªDose
2021-03-08;0;2ªDose
2021-02-03;10;1ªDose
2021-02-03;0;2ªDose
2021-02-15;1;1ªDose
2021-02-15;5;2ªDose
2021-01-25;18;1ªDose
2021-01-25;0;2ªDose
2021-02-12;10;1ªDose
2021-02-12;0;2ªDose
2021-04-21;1;1ªDose
2021-04-21;17;2ªDose
2021-03-05;0;1ªDose
2021-03-05;10;2ªDose
2021-01-27;6;1ªDose
2021-01-27;0;2ªDose
2021-03-17;0;1ªDose
2021-03-17;10;2ªDose
2021-02-16;0;1ªDose
2021-02-16;10;2ªDose
2021-02-02;1;1ªDose
2021-02-02;0;2ªDose
2021-04-27;0;1ªDose
2021-04-27;15;2ªDose
2021-04-28;30;1ªDose
2021-04-28;27;2ªDose
2021-04-29;15;1ªDose
2021-04-29;0;2ªDose
2021-04-26;9;1ªDose
2021-04-26;53;2ªDose
2021-04-20;0;1ªDose
2021-04-20;1;2ªDose
2021-04-19;7;1ªDose
2021-04-19;10;2ªDose
2021-03-19;10;1ªDose
2021-03-19;0;2ªDose
2021-03-04;10;1ªDose
2021-03-04;0;2ªDose
2021-04-16;1;1ªDose
2021-04-16;27;2ªDose
2021-03-03;10;1ªDose
2021-03-03;0;2ªDose
2021-03-01;10;1ªDose
2021-03-01;0;2ªDose
2021-02-18;0;1ªDose
2021-02-18;7;2ªDose
2021-02-08;1;1ªDose
2021-02-08;0;2ªDose
2021-02-09;1;1ªDose
2021-02-09;0;2ªDose
