Data;Quantidade;Dose Aplicada
2021-02-19;19;1ªDose
2021-02-19;10;2ªDose
2021-02-12;83;1ªDose
2021-02-12;18;2ªDose
2021-02-18;0;1ªDose
2021-02-18;45;2ªDose
2021-01-28;36;1ªDose
2021-01-28;0;2ªDose
2021-04-03;351;1ªDose
2021-04-03;0;2ªDose
2021-02-24;20;1ªDose
2021-02-24;2;2ªDose
2021-04-06;80;1ªDose
2021-04-06;71;2ªDose
2021-04-08;100;1ªDose
2021-04-08;57;2ªDose
2021-03-30;200;1ªDose
2021-03-30;7;2ªDose
2021-03-29;128;1ªDose
2021-03-29;15;2ªDose
2021-03-22;122;1ªDose
2021-03-22;5;2ªDose
2021-04-09;42;1ªDose
2021-04-09;88;2ªDose
2021-01-26;12;1ªDose
2021-01-26;0;2ªDose
2021-01-29;65;1ªDose
2021-01-29;0;2ªDose
2021-04-07;115;1ªDose
2021-04-07;77;2ªDose
2021-03-18;60;1ªDose
2021-03-18;30;2ªDose
2021-03-17;60;1ªDose
2021-03-17;10;2ªDose
2021-03-11;30;1ªDose
2021-03-11;0;2ªDose
2021-03-15;89;1ªDose
2021-03-15;0;2ªDose
2021-03-24;178;1ªDose
2021-03-24;20;2ªDose
2021-03-05;22;1ªDose
2021-03-05;40;2ªDose
2021-03-08;59;1ªDose
2021-03-08;11;2ªDose
2021-04-05;69;1ªDose
2021-04-05;13;2ªDose
2021-03-25;145;1ªDose
2021-03-25;19;2ªDose
2021-04-12;0;1ªDose
2021-04-12;39;2ªDose
2021-03-23;172;1ªDose
2021-03-23;3;2ªDose
2021-04-13;39;1ªDose
2021-04-13;91;2ªDose
2021-02-11;39;1ªDose
2021-02-11;36;2ªDose
2021-02-25;41;1ªDose
2021-02-25;4;2ªDose
2021-03-26;67;1ªDose
2021-03-26;0;2ªDose
2021-03-19;97;1ªDose
2021-03-19;14;2ªDose
2021-02-22;0;1ªDose
2021-02-22;19;2ªDose
2021-04-14;20;1ªDose
2021-04-14;124;2ªDose
2021-03-12;29;1ªDose
2021-03-12;21;2ªDose
2021-03-09;41;1ªDose
2021-03-09;0;2ªDose
2021-03-04;38;1ªDose
2021-03-04;0;2ªDose
2021-03-16;37;1ªDose
2021-03-16;0;2ªDose
2021-01-22;39;1ªDose
2021-01-22;1;2ªDose
2021-01-25;34;1ªDose
2021-01-25;2;2ªDose
2021-02-01;51;1ªDose
2021-02-01;0;2ªDose
2021-03-10;31;1ªDose
2021-03-10;0;2ªDose
2021-03-03;59;1ªDose
2021-03-03;0;2ªDose
2021-03-31;125;1ªDose
2021-03-31;0;2ªDose
2021-02-02;38;1ªDose
2021-02-02;0;2ªDose
2021-01-21;20;1ªDose
2021-01-21;0;2ªDose
2021-01-27;6;1ªDose
2021-01-27;0;2ªDose
2021-02-23;0;1ªDose
2021-02-23;3;2ªDose
2021-03-02;0;1ªDose
2021-03-02;1;2ªDose
2021-04-15;0;1ªDose
2021-04-15;23;2ªDose
2021-02-26;0;1ªDose
2021-02-26;1;2ªDose
2021-02-14;0;1ªDose
2021-02-14;1;2ªDose
