Data;Quantidade;Dose Aplicada
2021-02-19;11;1ªDose
2021-02-19;25;2ªDose
2021-03-29;127;1ªDose
2021-03-29;11;2ªDose
2021-04-15;12;1ªDose
2021-04-15;90;2ªDose
2021-04-17;12;1ªDose
2021-04-17;35;2ªDose
2021-02-18;0;1ªDose
2021-02-18;64;2ªDose
2021-03-12;11;1ªDose
2021-03-12;0;2ªDose
2021-03-26;187;1ªDose
2021-03-26;7;2ªDose
2021-02-04;53;1ªDose
2021-02-04;0;2ªDose
2021-04-01;213;1ªDose
2021-04-01;5;2ªDose
2021-04-14;6;1ªDose
2021-04-14;90;2ªDose
2021-03-30;360;1ªDose
2021-03-30;4;2ªDose
2021-03-25;155;1ªDose
2021-03-25;11;2ªDose
2021-03-19;39;1ªDose
2021-03-19;4;2ªDose
2021-03-11;44;1ªDose
2021-03-11;0;2ªDose
2021-03-31;256;1ªDose
2021-03-31;2;2ªDose
2021-03-15;45;1ªDose
2021-03-15;1;2ªDose
2021-02-24;14;1ªDose
2021-02-24;28;2ªDose
2021-02-08;32;1ªDose
2021-02-08;0;2ªDose
2021-03-18;75;1ªDose
2021-03-18;10;2ªDose
2021-04-16;10;1ªDose
2021-04-16;154;2ªDose
2021-02-22;1;1ªDose
2021-02-22;48;2ªDose
2021-04-07;107;1ªDose
2021-04-07;36;2ªDose
2021-02-03;39;1ªDose
2021-02-03;0;2ªDose
2021-02-10;9;1ªDose
2021-02-10;4;2ªDose
2021-03-03;44;1ªDose
2021-03-03;16;2ªDose
2021-04-06;212;1ªDose
2021-04-06;9;2ªDose
2021-03-24;55;1ªDose
2021-03-24;25;2ªDose
2021-02-26;38;1ªDose
2021-02-26;11;2ªDose
2021-01-28;28;1ªDose
2021-01-28;0;2ªDose
2021-04-08;68;1ªDose
2021-04-08;20;2ªDose
2021-01-25;19;1ªDose
2021-01-25;0;2ªDose
2021-04-05;86;1ªDose
2021-04-05;30;2ªDose
2021-03-23;40;1ªDose
2021-03-23;9;2ªDose
2021-03-16;45;1ªDose
2021-03-16;0;2ªDose
2021-01-29;26;1ªDose
2021-01-29;0;2ªDose
2021-02-23;12;1ªDose
2021-02-23;19;2ªDose
2021-03-22;41;1ªDose
2021-03-22;0;2ªDose
2021-03-04;34;1ªDose
2021-03-04;23;2ªDose
2021-02-11;27;1ªDose
2021-02-11;2;2ªDose
2021-04-13;10;1ªDose
2021-04-13;58;2ªDose
2021-03-08;43;1ªDose
2021-03-08;0;2ªDose
2021-01-27;38;1ªDose
2021-01-27;0;2ªDose
2021-03-05;12;1ªDose
2021-03-05;11;2ªDose
2021-01-26;44;1ªDose
2021-01-26;0;2ªDose
2021-03-10;3;1ªDose
2021-03-10;1;2ªDose
2021-02-05;25;1ªDose
2021-02-05;0;2ªDose
2021-02-09;17;1ªDose
2021-02-09;0;2ªDose
2021-03-17;32;1ªDose
2021-03-17;1;2ªDose
2021-02-12;29;1ªDose
2021-02-12;1;2ªDose
2021-04-12;41;1ªDose
2021-04-12;29;2ªDose
2021-02-01;46;1ªDose
2021-02-01;0;2ªDose
2021-03-27;39;1ªDose
2021-03-27;2;2ªDose
2021-04-09;19;1ªDose
2021-04-09;19;2ªDose
2021-04-21;23;1ªDose
2021-04-21;37;2ªDose
2021-04-20;53;1ªDose
2021-04-20;89;2ªDose
2021-04-19;32;1ªDose
2021-04-19;84;2ªDose
2021-03-01;0;1ªDose
2021-03-01;10;2ªDose
2021-04-22;46;1ªDose
2021-04-22;117;2ªDose
2021-03-02;11;1ªDose
2021-03-02;8;2ªDose
2021-02-25;5;1ªDose
2021-02-25;9;2ªDose
2021-04-23;40;1ªDose
2021-04-23;9;2ªDose
2021-04-26;58;1ªDose
2021-04-26;4;2ªDose
2021-04-27;33;1ªDose
2021-04-27;0;2ªDose
2021-04-28;66;1ªDose
2021-04-28;0;2ªDose
2021-01-21;7;1ªDose
2021-01-21;0;2ªDose
2021-03-09;2;1ªDose
2021-03-09;1;2ªDose
