Dose Aplicada;Data;Quantidade
1ªDose;2021-01-20;304
1ªDose;2021-01-21;202
1ªDose;2021-01-22;386
1ªDose;2021-01-25;373
1ªDose;2021-01-26;364
1ªDose;2021-01-27;256
1ªDose;2021-01-28;308
1ªDose;2021-01-29;183
1ªDose;2021-02-01;160
1ªDose;2021-02-02;128
1ªDose;2021-02-03;150
1ªDose;2021-02-04;136
1ªDose;2021-02-05;60
1ªDose;2021-02-08;38
1ªDose;2021-02-09;33
1ªDose;2021-02-10;8
1ªDose;2021-02-11;22
1ªDose;2021-02-12;10
1ªDose;2021-02-13;13
1ªDose;2021-02-15;8
1ªDose;2021-02-16;9
1ªDose;2021-02-17;16
1ªDose;2021-02-18;8
1ªDose;2021-02-19;2
1ªDose;2021-03-09;1
1ªDose;2021-03-16;20
1ªDose;2021-03-19;35
1ªDose;2021-03-23;42
1ªDose;2021-03-24;61
1ªDose;2021-03-25;30
1ªDose;2021-03-26;92
1ªDose;2021-03-29;52
1ªDose;2021-03-30;94
1ªDose;2021-04-05;1
1ªDose;2021-04-06;19
1ªDose;2021-04-07;6
1ªDose;2021-04-09;131
1ªDose;2021-04-12;27
1ªDose;2021-04-14;39
1ªDose;2021-04-15;1
1ªDose;2021-04-16;7
1ªDose;2021-04-20;10
1ªDose;2021-04-22;1
1ªDose;2021-04-29;1
2ªDose;2021-01-20;1
2ªDose;2021-01-22;2
2ªDose;2021-01-25;1
2ªDose;2021-01-26;1
2ªDose;2021-01-27;1
2ªDose;2021-01-29;7
2ªDose;2021-02-08;315
2ªDose;2021-02-09;261
2ªDose;2021-02-10;168
2ªDose;2021-02-11;136
2ªDose;2021-02-12;149
2ªDose;2021-02-15;295
2ªDose;2021-02-16;257
2ªDose;2021-02-17;158
2ªDose;2021-02-18;73
2ªDose;2021-02-19;9
2ªDose;2021-03-31;20
2ªDose;2021-04-05;15
2ªDose;2021-04-06;21
2ªDose;2021-04-14;20
2ªDose;2021-04-15;15
2ªDose;2021-04-16;1
2ªDose;2021-04-19;10
2ªDose;2021-04-20;20
2ªDose;2021-04-22;8
2ªDose;2021-04-23;2
2ªDose;2021-04-26;30
2ªDose;2021-04-27;62
2ªDose;2021-04-28;39
2ªDose;2021-04-29;6
